rmct_term_id,preferred_label,alternative_labels,broader_dimension,narrower_category,n_companies,total_mentions,company_coverage_percent,final_term_status,source_types
RMCT_TERM_0386,automotive vehicle,automotive vehicle,Sector / Market Capability,Application sector,89,91,10.02,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0387,automotive vehicle parts,automotive vehicle parts,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0388,automotive vehicle parts scrape,automotive vehicle parts scrape,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0380,construction,construction,Sector / Market Capability,Application sector,211,795,23.76,core_term,literature_seed; website_validated_seed
RMCT_TERM_0415,defence,defence,Sector / Market Capability,Application sector,98,247,11.04,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0399,design construction,design construction,Sector / Market Capability,Application sector,19,43,2.14,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0418,electronics,electronics,Sector / Market Capability,Application sector,45,224,5.07,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0414,energy,energy,Sector / Market Capability,Application sector,160,751,18.02,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0410,including aerospace,including aerospace,Sector / Market Capability,Application sector,14,14,1.58,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0398,including automotive,including automotive,Sector / Market Capability,Application sector,20,34,2.25,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0411,industries automotive,industries automotive,Sector / Market Capability,Application sector,13,15,1.46,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0408,industries including automotive,industries including automotive,Sector / Market Capability,Application sector,15,23,1.69,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0403,layer1 aerospace,layer1 aerospace,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0404,layer1 aerospace transport,layer1 aerospace transport,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0405,layer1 aerospace transport scrape,layer1 aerospace transport scrape,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0389,layer1 automotive,layer1 automotive,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0390,layer1 automotive vehicle,layer1 automotive vehicle,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0391,layer1 automotive vehicle parts,layer1 automotive vehicle parts,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0383,marine,marine,Sector / Market Capability,Application sector,71,188,8.0,core_term,literature_seed; website_validated_seed
RMCT_TERM_0382,medical,medical,Sector / Market Capability,Application sector,74,143,8.33,core_term,literature_seed; website_validated_seed
RMCT_TERM_0422,mobility,mobility,Sector / Market Capability,Application sector,19,69,2.14,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0420,nuclear,nuclear,Sector / Market Capability,Application sector,38,94,4.28,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0385,oil and gas,oil and gas,Sector / Market Capability,Application sector,27,60,3.04,core_term,literature_seed; website_validated_seed
RMCT_TERM_0419,packaging,packaging,Sector / Market Capability,Application sector,45,253,5.07,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0417,rail,rail,Sector / Market Capability,Application sector,69,205,7.77,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0406,rmct layer1 aerospace,rmct layer1 aerospace,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0407,rmct layer1 aerospace transport,rmct layer1 aerospace transport,Sector / Market Capability,Application sector,17,17,1.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0392,rmct layer1 automotive,rmct layer1 automotive,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0393,rmct layer1 automotive vehicle,rmct layer1 automotive vehicle,Sector / Market Capability,Application sector,88,88,9.91,regional_or_emerging_term,website_new_candidate
RMCT_TERM_0416,transport,transport,Sector / Market Capability,Application sector,98,173,11.04,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0424,circular economy,circular economy,"Sustainability, Circularity & Lifecycle Management Capability",Circularity and resource recovery,7,27,0.79,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0423,recycling,recycling,"Sustainability, Circularity & Lifecycle Management Capability",Circularity and resource recovery,29,84,3.27,core_term,literature_seed; website_validated_seed
RMCT_TERM_0427,energy consumption,energy consumption,"Sustainability, Circularity & Lifecycle Management Capability",Environmental and energy performance,14,22,1.58,core_term,literature_seed; website_validated_seed
RMCT_TERM_0425,energy efficiency,energy efficiency,"Sustainability, Circularity & Lifecycle Management Capability",Environmental and energy performance,25,55,2.82,core_term,literature_seed; website_validated_seed
RMCT_TERM_0426,environmental management,environmental management,"Sustainability, Circularity & Lifecycle Management Capability",Environmental and energy performance,24,39,2.7,core_term,literature_seed; website_validated_seed
RMCT_TERM_0429,low carbon,low carbon,"Sustainability, Circularity & Lifecycle Management Capability",Environmental and energy performance,10,16,1.13,core_term,literature_seed; website_validated_seed
RMCT_TERM_0428,net zero,net zero,"Sustainability, Circularity & Lifecycle Management Capability",Environmental and energy performance,13,16,1.46,core_term,literature_seed; website_validated_seed
RMCT_TERM_0430,life cycle,life cycle,"Sustainability, Circularity & Lifecycle Management Capability",Lifecycle extension,10,25,1.13,core_term,literature_seed; website_validated_seed
RMCT_TERM_0431,lifecycle,lifecycle,"Sustainability, Circularity & Lifecycle Management Capability",Lifecycle extension,21,27,2.36,validated_term,literature_seed; website_validated_seed
RMCT_TERM_0432,sustainability,sustainability,"Sustainability, Circularity & Lifecycle Management Capability",Other sustainability capability,81,241,9.12,core_term,literature_seed; website_validated_seed
RMCT_TERM_0433,sustainable,sustainable,"Sustainability, Circularity & Lifecycle Management Capability",Other sustainability capability,119,308,13.4,validated_term,literature_seed; website_validated_seed
